"DOMAIN","TITLE","",""
"INFO","What are the benefits of using a passwordless login system?","",""
"INFO","What are the best travel destinations for kite surfing?","",""
"MATHS","Perform multiplication of","",""
"INFO","Who is the first person to walk on the moon","",""
"MATHS","Power spectral density","",""
"MATHS","If sin(θ) = -4/7 and cos(θ) is positive, find the value of tan(θ).","",""
"MATHS","Draw the graph of a logarithmic function","",""
"INFO","How to make fluffy pancakes?","",""
"INFO","How do I stay motivated during long study sessions?","",""
"INFO","What is the Internet","",""
"MATHS","What is a vector space?","",""
"IMAGE","A playful seal splashes in the ocean waves, its sleek body twisting and turning with each graceful movement.","",""
"IMAGE","A playful pixie darting through sunbeams in a flower-filled meadow.","",""
"MATHS","ordinary differential equation ","",""
"INFO","Who is P. Chidambaram?","",""
"MATHS","Solve for the unknown side length in a similar triangle with a known side length and corresponding angle.","",""
"MATHS","Find the eigenvectors of a given linear transformation.","",""
"INFO","What is the process by which organisms convert food into energy called?","",""
"MATHS","Define a planar embedding of a graph.","",""
"MATHS","Find the square root of ","",""
"IMAGE","A herd of elephants marching through the savanna.","",""
"INFO","Translate the following text in","",""
"MATHS","A circular oil slick is expanding at a rate of 2 meters per minute. How fast is the area of the slick increasing when the radius is 5 meters?","",""
"INFO","What is the boiling point of water in Celsius?","",""
"INFO","Who is Jagan Mohan Reddy?","",""
"IMAGE","A busy anthill bustling with activity as ants scurry about.","",""
"MATHS","Find the length of the missing side of a right triangle if one leg measures 15 units and the hypotenuse measures 17 units.","",""
"MATHS","acceleration","",""
"INFO","How to prevent urinary tract infections?","",""
"INFO","How to prevent heart disease?","",""
"MATHS"," Find the next term in the sequence","",""
"INFO","How do I improve my time-management skills","",""
"MATHS","Calculate the sine of an angle","",""
"MATHS","Find the determinant of a ","",""
"INFO","How to improve posture?","",""
"IMAGE","A student attending a workshop on entrepreneurship.","",""
"MATHS","Calculate the range of the data set: 10, 20, 30, 40, 50, 60, 70.","",""
"INFO","Can you describe the process of making traditional Mexican salsa?","",""
"MATHS","Finite Difference","",""
"MATHS","Fourier domain solution","",""
"IMAGE","A majestic waterfall thunders down rocky cliffs.","",""
"IMAGE","A tranquil forest with sunlight filtering through the canopy.","",""
"MATHS","Prove that if a quadrilateral has opposite angles that are supplementary, then it is a cyclic quadrilateral.","",""
"IMAGE","A bustling marketplace filled with colorful stalls and lively vendors.","",""
"MATHS","calculate power","",""
"INFO","What are the latest trends in wearable technology?","",""
"MATHS","How does a clockwise rotation affect the orientation of a shape on a coordinate plane?","",""
"MATHS","Find the square root of the given perfect square.","",""
"MATHS","What is the perimeter of an equilateral triangle with a side length of 7 units?","",""
"IMAGE","A colorful sunset paints the sky with vibrant hues.","",""
"IMAGE","A busy beehive buzzing with activity as worker bees collect pollen.","",""
"MATHS","What is 60% of 3/4?","",""
"INFO","How do you prepare traditional Italian risotto?","",""
"MATHS","Given two similar triangles, ABC and DEF, with side lengths AB = 4 cm, BC = 6 cm, DE = 8 cm, and EF = 12 cm, find the scale factor.","",""
"IMAGE","Fragile beauty of fleeting moments captured in memory.","",""
"INFO","What were the causes and consequences of the Partition of India in 1947?","",""
"INFO","What invention is credited with revolutionizing agriculture in the 20th century?","",""
"INFO","Are there any binge-worthy shows on streaming platforms?","",""
"INFO","How to improve memory and concentration?","",""
"INFO","What are the symptoms of food poisoning?","",""
"MATHS","Solve for a variable in terms of other variables in a linear equation.","",""
"IMAGE","A colorful poke bowl filled with marinated raw fish, avocado, and seaweed salad.","",""
"MATHS","The weights of five packages are 2 kg, 3 kg, 5 kg, 7 kg, and 9 kg. What is their mean weight?","",""
"IMAGE","A cozy cabin nestled in a snowy forest.","",""
"MATHS","Determine if a set of vectors is linearly independent.","",""
"INFO","How do I travel with pets?","",""
"INFO","How do I incorporate mindfulness into the classroom?","",""
"INFO","What is the process by which organisms maintain a stable internal environment called?","",""
"INFO","Who invented the first practical electric telegraph?","",""
"MATHS","Prove or disprove: If A and B are sets, then A ⊆ (A ∪ B).","",""
"INFO","What is cybersecurity","",""
"MATHS","Add  2/5 and  3/10 .","",""
"INFO","Write a short story on","",""
"INFO","What is the main function of the immune system?","",""
"MATHS","In how many ways can you choose a president, vice-president, and secretary from a group of 10 people?","",""
"IMAGE","A historic theater is a cultural gem, its ornate architecture and world-class performances drawing theatergoers from near and far.","",""
"MATHS","A triangle has sides measuring 7 cm, 24 cm, and x cm. Is it a right triangle?","",""
"INFO","What is the difference between OLED and QLED TVs?","",""
"INFO","How do I incorporate social-emotional learning into my curriculum?","",""
"IMAGE","A genetically modified soldier fighting in a war.","",""
"MATHS","Given two similar triangles, ABC and DEF, with side lengths AB = 12 cm, BC = 18 cm, DE = 8 cm, and EF = 12 cm, find the length of side AC.","",""
"IMAGE","A mysterious banshee wailing in the night.","",""
"INFO","What are the best resources for teaching science?","",""
"IMAGE","A sprawling vineyard bathed in golden sunlight, with rows of grapevines.","",""
"INFO","Who is Manmohan Singh?","",""
"INFO","What are the symptoms of a concussion?","",""
"INFO","What are the customs followed during Puthandu, the Tamil New Year?","",""
"MATHS","represent a linear transformation using matrices","",""
"MATHS","If one leg of a right triangle measures 9 inches and the hypotenuse measures 15 inches, what is the length of the other leg?","",""
"INFO","Who invented the first practical air conditioner?","",""
"INFO","What role did Indian music and musical instruments play in Indian culture?","",""
"IMAGE","Mist hangs low over a tranquil valley at dawn.","",""
"MATHS","[Insert image of two concentric circles]","",""
"MATHS","Fourier domain representation","",""
"IMAGE","A bustling market square with vendors selling fresh produce and handmade crafts.","",""
"MATHS","If two triangles are similar, what can you say about their corresponding altitudes?","",""
"INFO","Recommend some good books to read","",""
"INFO","What are the best travel apps for planning a trip?","",""
"INFO","How can I help my child with homework?","",""
"IMAGE","Intricately woven Pashmina shawls for a touch of luxury.","",""
"INFO","What is the history of cloud computing","",""
"MATHS","A box contains 5 red balls, 3 green balls, and 2 blue balls. If two balls are drawn at random with replacement, what is the probability of getting at least one red ball?","",""
"MATHS","Prove that the Cartesian product of countable sets is countable.","",""
"INFO","What are the benefits of learning a musical instrument?","",""
"MATHS","The temperatures recorded on seven consecutive days are 20°C, 22°C, 25°C, 28°C, 30°C, 32°C, and 35°C. What is their mean temperature?","",""
"INFO","What are the risks of investing in emerging market equities?","",""
"IMAGE","An enchanting garden filled with colorful blooms and fluttering butterflies.","",""
"MATHS","If the daily sales of a store follow a normal distribution with a mean of $5000 and a standard deviation of $1000, what is the probability that the store makes less than $4000 in sales on a randomly selected day?","",""
"INFO","What is the keto diet?","",""
"MATHS","Show that the set of all languages over a finite alphabet is uncountable.","",""
"INFO","How to start a vegetable garden?","",""
"MATHS","Is 1260 divisible by 2, 3, 5, and 7?","",""
"IMAGE","A city overrun by advanced robots.","",""
"INFO","How to lower triglycerides?","",""
"MATHS","Multiply 0.2 by 50.","",""
"INFO","What is the full form of ISRO","",""
"MATHS","Complement","",""
"MATHS"," prime numbers in cryptography","",""
"IMAGE","Exquisite Meenakari jewelry featuring intricate enamel work.","",""
"IMAGE","A winding river winds through a lush green valley.","",""
"MATHS","Determine the value of 'n' if the nth term of the sequence is 15, and the common difference is 4.","",""
"MATHS","Calculate the area of a circle with a radius of 3 units (use π = 3.14).","",""
"MATHS","A data set has a mode of 10 and a median of 15. What is the minimum number of data points in the set?","",""
"MATHS","⊂","",""
"IMAGE","Giant sinkhole swallows entire city block overnight","",""
"INFO","Who invented the airplane, and when was the first successful flight?","",""
"INFO","Who were the Aryans, and what impact did they have on ancient India?","",""
"INFO","How many gold medals has Abhinav Bindra won in shooting?","",""
"MATHS","Determine the common ratio of the geometric sequence","",""
"INFO","What are the best resources for teaching physical science?","",""
"INFO","What are the top tourist attractions in Las Vegas?","",""
"MATHS","Explain how to reflect a point over the y-axis.","",""
"INFO","What are the latest developments in renewable energy technology?","",""
"IMAGE","A snow-capped peak rises majestically above a frozen landscape.","",""
"INFO","What role did Nikola Tesla play in the invention of alternating current electricity?","",""
"INFO","Are there any upcoming art events, exhibitions, or galleries worth attending","",""
"INFO","What are the privacy concerns surrounding facial recognition technology?","",""
"MATHS","PDE","",""
"IMAGE","Exquisite threadwork embroidery on designer sarees.","",""
"INFO","Are there any theories about the existence of extraterrestrial life","",""
"IMAGE","A colorful array of fresh sushi nigiri topped with slices of raw fish and delicate garnishes.","",""
"IMAGE","A tranquil bamboo forest with sunlight filtering through the dense foliage.","",""
"INFO","What is the speed of light in a vacuum?","",""
"IMAGE","The Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (formerly known as the Prince of Wales Museum) in Mumbai showcases Indo-Saracenic architecture and houses a vast collection of art and artifacts.","",""
"INFO","How do I create an inclusive classroom environment for LGBTQ+ students?","",""
"MATHS","Prove that there are infinitely many prime numbers of the form 4n + 3.","",""
"IMAGE","A regal peacock displays its vibrant feathers in a dazzling fan, its beauty captivating all who behold it.","",""
"MATHS","Determine the correlation coefficient","",""
"INFO","Can you suggest some effective networking strategies for finding job opportunities","",""
"INFO","What is the pH of a neutral solution?","",""
"INFO","Easy and beginner-friendly fitness routines for a working professional","",""
"MATHS","matrix inversion","",""
"IMAGE","A man going for a leisurely bike ride through the countryside.","",""
"IMAGE","A mischievous imp causing chaos and mayhem in a quaint village.","",""
"MATHS","Determine the surface area of a cylinder with radius 7 cm and height 10 cm.","",""
"INFO","How can I find cheap flights?","",""
"INFO","What are some popular video game genres","",""
"INFO","What are the latest advancements in drone technology for commercial and military use?","",""
"INFO","How to cook spaghetti squash?","",""
"IMAGE","Stepwells of Gujarat showcase the ingenuity of Indian engineering.","",""
"INFO","How do I choose the right college major?","",""
"INFO","What is the SI unit of magnetic flux?","",""
"IMAGE","The Basilica of Bom Jesus in Goa is a UNESCO World Heritage Site known for its Baroque architecture and housing the mortal remains of St. Francis Xavier.","",""
"IMAGE","Contemporary fusion wear blending Indian and Western elements.","",""
"INFO","How do galaxies form","",""
"IMAGE","Fragile beauty of fleeting moments captured in time.","",""
"INFO","What is the significance of Holi in Indian culture?","",""
"INFO","What events led to the fall of the Romanov dynasty in Russia?","",""
"MATHS","Is 360 divisible by 4, 5, and 9?","",""
"IMAGE","A tranquil lagoon with crystal-clear waters and colorful tropical fish.","",""
"MATHS","If the determinant of A is 5 and the determinant of A^(-1) is -3, find the determinant of 3A.","",""
"MATHS","Goldbach's conjecture","",""
"MATHS","Is 288 divisible by 2, 3, and 12?","",""
"IMAGE","The rock-cut temples of Ellora depict stories from Hindu, Buddhist, and Jain traditions.","",""
"IMAGE","A serene lake is surrounded by towering mountains.","",""
"INFO","What should I wear for a job interview","",""
"IMAGE","A sprawling university campus is a hive of activity, students rushing to class amidst leafy green quad.","",""
"MATHS","Verify if the matrix [[2, 1], [4, 2]] has an inverse.","",""
"INFO","Which sports documentaries or docuseries are worth watching?","",""
"INFO","What are the latest trends in gaming technology and virtual reality?","",""
"IMAGE","The Gateway of India in Mumbai is an iconic monument that blends Indian and Islamic architectural styles.","",""
"MATHS","A manufacturer wants to maximize the volume of a box with a square base and an open top, using a fixed amount of cardboard.","",""
"IMAGE","A tranquil meadow is bathed in the soft light of dawn.","",""
"MATHS","Explain the concept of the side-angle-side (SAS) similarity criterion.","",""
"IMAGE","Embellished velvet clutches for a touch of glamour.","",""
"MATHS","Determine the area of a trapezoid ","",""
"MATHS","Define the concept of graph traversal.","",""
"INFO","How to make homemade soap?","",""
"INFO","Give me some subject lines for my newsletter","",""
"IMAGE","A dense fog blankets a tranquil forest.","",""
"IMAGE","A majestic snowy mountain peak bathed in the light of the full moon.","",""
"IMAGE","A rebel outpost fighting against a tyrannical regime.","",""
"MATHS","Determine if a given linear transformation is a projection.","",""
"IMAGE","A cityscape on a futuristic alien world.","",""
"INFO","What role did the Maurya dynasty play in shaping ancient Indian civilization?","",""
"INFO","Main causes of World War 1","",""
"IMAGE","A derelict spacecraft adrift in the void of space.","",""
"INFO","What is the SI unit of luminous intensity?","",""
"IMAGE","A field of wildflowers stretches to the horizon.","",""
"INFO","How to invest in sustainable and ethical companies?","",""
"MATHS","total number of","",""
"INFO","What are some other works by Aravind Adiga?","",""
"MATHS","A beam of length L is fixed at one end and has a point load applied at the other end. Write down the differential equation governing the deflection of the beam.","",""
"INFO","What is a preposition","",""
"INFO","What are the prospects for achieving peace on the Korean Peninsula?","",""
"MATHS","If John has 5 apples and he gives 2 to his friend, how many apples does he have left?","",""
"IMAGE","Robot chef wins cooking competition","",""
"IMAGE","A graceful swan glides serenely across a pond, its elegant movements a vision of beauty.","",""
"IMAGE","A student organizing a fundraiser for a charitable cause.","",""
"IMAGE","A sleek panther prowls through the jungle, its black fur blending seamlessly with the shadows.","",""
"IMAGE","The Lotus Temple in Delhi mesmerizes with its contemporary design.","",""
"IMAGE","Art Deco buildings showcase geometric shapes and streamlined forms.","",""
"IMAGE","A rugged coastline is carved by crashing waves","",""
"INFO","Emerging trends in e-commerce","",""
"INFO","How do I book a round-the-world ticket?","",""
"INFO","Best way to learn coding for beginners","",""
"INFO","Who were the great Indian philosophers and scholars of ancient India?","",""
"INFO","What is virtualization","",""
"IMAGE","A graceful mermaid swimming in the sea.","",""
"IMAGE","A slice of decadent red velvet cake with cream cheese frosting and chocolate shavings.","",""
"INFO","How does encryption protect data?","",""
"INFO","Suggest exercises for practicing drawing regularly","",""
"IMAGE","Tropical architecture addresses the unique challenges of tropical climates, such as heat, humidity, and monsoons.","",""
"IMAGE","A majestic hippocampus racing through the waves with the body of a horse and the tail of a fish.","",""
"IMAGE","A regal unicorn with a flowing mane and shimmering horn.","",""
"MATHS","∈","",""
"INFO","What is the history of computer graphics","",""
"INFO","What factors contributed to the fall of the Roman Empire?","",""
"IMAGE","World's largest avocado grown in backyard garden","",""
"IMAGE","A picturesque lighthouse perched on a rocky cliff overlooking the sea.","",""
"MATHS","Two cars are approaching an intersection. One car is traveling north at 50 km/h, and the other is traveling east at 60 km/h. How fast is the distance between the cars changing when the first car is 3 km and the second car is 4 km from the intersection?","",""
"INFO","What are the potential applications of 5G technology?","",""
"IMAGE","A family watching a movie together on the couch.","",""
"MATHS","Show that the sum of any two irrational numbers can be rational.","",""
"IMAGE","Children having a water balloon fight in the backyard.","",""
"MATHS","If a rectangle has a length of 10 units and a width of 6 units, what is its perimeter?","",""
"INFO","How are emerging technologies being regulated?","",""
"MATHS","A committee of 6 people is to be formed from a group of 10 men and 6 women. How many different committees can be formed if there must be at least 2 men and 2 women?","",""
"INFO","How to protect investments from natural disasters?","",""
"INFO","Who was the first woman to win a Nobel Prize in Physics","",""
"IMAGE","A cozy mountain cabin nestled in a snowy pine forest.","",""
"IMAGE","A dramatic cliffside overlooking crashing waves and rocky shores.","",""
"MATHS","Calculate the perimeter of a triangle with sides of lengths 3 cm, 4 cm, and 5 cm.","",""
"INFO","What is the process by which a liquid turns into a gas at its boiling point called?","",""
"INFO","What are the most beautiful train stations to visit?","",""
"MATHS","Graph quadratic equations","",""
"MATHS","The hypotenuse of a right triangle is 25 cm long. If one leg measures 15 cm, find the length of the other leg.","",""
"IMAGE","Echoes of laughter in the corridors of memory.","",""
"INFO","What led to the outbreak of the First Opium War between China and Britain?","",""
"INFO","Best college for","",""
"MATHS","Is 45 divisible by 3?","",""
"INFO","What are some popular ingredients used in Mediterranean cuisine?","",""
"MATHS","Find the dimensions of the rectangle of maximum area that can be inscribed in a right triangle with legs of length 6 and 8 units.","",""
"INFO","How are international organizations addressing human trafficking?","",""
"MATHS","Determine if the sequence is arithmetic or geometric: 3, 6, 12, 24, ...","",""
"INFO","What are the potential risks and benefits of gene editing technologies like CRISPR?","",""
"INFO","How are companies using big data analytics to gain insights and improve decision-making?","",""
"INFO","What are some healthy dinner recipes for someone following a gluten-free diet","",""
"MATHS","Find the nth term of the sequence: 1, 2, 4, 7, 11, ...","",""
"MATHS","Given the coordinates of a point (3, 5), what are the new coordinates after a translation of (-2, 4)?","",""
"INFO","What is the main function of the urinary system?","",""
"IMAGE","Timeless silk sarees with rich golden borders.","",""
"IMAGE","A majestic stallion galloping across an open field.","",""
"IMAGE","A charming village nestled in the shadow of towering mountains.","",""
"INFO","What is the process by which organisms respond to stimuli from their environment called?","",""
"IMAGE","A student practicing their musical instrument in preparation for a performance.","",""
"MATHS","Calculate the surface area of a cone with radius 8 cm and slant height 13 cm.","",""
"MATHS","Determine if the series converges or diverges: 1 - 1/2 + 1/3 - 1/4 + ...","",""
"INFO","What were the major achievements of the Gupta Empire?","",""
"INFO","What are the implications of 3D printing for manufacturing and supply chain management?","",""
"INFO","Dangers of electricity","",""
"INFO","What led to the Rwandan Genocide in 1994?","",""
"IMAGE","Trendy crop tops paired with high-waisted skirts or pants.","",""
"MATHS","Determine if a given linear transformation is positive definite.","",""
"IMAGE","A quaint seaside village with colorful houses perched on cliffs overlooking the ocean.","",""
"MATHS","Scaling theorem","",""
"IMAGE","A peaceful country lane lined with blooming cherry trees.","",""
"INFO","What are the challenges of ensuring food security?","",""
"INFO","How to improve skin health?","",""
"IMAGE","Entrepreneur builds world's first underwater hotel","",""
"INFO","What are the best ways to invest in renewable energy?","",""
"INFO","Who is credited with the invention of the telescope?","",""
"INFO","How to improve blood circulation?","",""
"INFO","What are the tax implications of different types of investments?","",""
"MATHS","A farmer has 1000 meters of fencing and wants to enclose a rectangular field. What dimensions should the field have to maximize its area?","",""
"MATHS","Calculate the volume of a cylinder with radius 2 cm and height 8 cm.","",""
"IMAGE","A woman attending a pottery workshop and making ceramics.","",""
"INFO","What is the largest planet in our solar system?","",""
"INFO","What is the cosmic microwave background radiation","",""
"INFO","Write a comprehensive guide to","",""
"INFO","What is Lata Mangeshkar's most iconic song?","",""
"IMAGE","A cosmic traveler exploring the mysteries of the universe.","",""
"MATHS","Determine whether the following statement is true or false: ""If a number is even, then it is divisible by 2.""","",""
"IMAGE","A colorful fruit tart topped with glazed strawberries, kiwi slices, and blueberries.","",""
"INFO","Who is Shivraj Singh Chouhan?","",""
"MATHS","What is the simplified form of the radical expression ","",""
"INFO","What is continental drift","",""
"MATHS","IVP","",""
"IMAGE","A refreshing fruit smoothie blended with ripe strawberries, bananas, and a splash of orange juice.","",""
"IMAGE","Sandy beaches stretching as far as the eye can see, kissed by gentle waves.","",""
"INFO","How do smart locks work?","",""
"IMAGE","Children playing tag in the backyard.","",""
"MATHS","A rectangle has a perimeter of 30 units and a length of 8 units. What is its width?","",""
"IMAGE","Deconstructivist architecture challenges traditional notions of form","",""
"INFO","What's the buzz around the upcoming music festivals?","",""
"IMAGE","Kaleidoscope of perspectives in the mosaic of reality.","",""
"MATHS","A conical water tank is being filled at a rate of 5 cubic meters per minute. If the radius of the tank is 3 meters and the height is 6 meters, find the rate at which the water level is rising.","",""
"IMAGE","A curious raccoon peeking out from behind a garbage can.","",""
"IMAGE","World's largest bubble bath sets Guinness World Record","",""
"IMAGE","A plate of crispy fish tacos topped with slaw, avocado, and chipotle mayo.","",""
"INFO","How does wearable technology work","",""
"INFO","Who is credited with inventing the first practical refrigerator?","",""
"MATHS","Calculate the probability","",""
"INFO","How can I improve my chances of getting accepted into highly selective colleges","",""
"MATHS","How many different 7-digit phone numbers can be formed if the first digit cannot be zero?","",""
"INFO","How to perform CPR?","",""
"INFO","How do you prepare traditional Indian flatbreads like naan or roti?","",""
"MATHS","What is the answer when you divide ","",""
"MATHS","What percentage of 80 is 32?","",""
"INFO","What is the difference between a language script and a writing system","",""
"MATHS","If the probability of event A is 0.4 and the probability of event B is 0.3, what is the probability that both events occur if they are independent?","",""
"MATHS","Define a planar graph.","",""
"IMAGE","A couple going on a romantic cruise and watching the sunset.","",""
"INFO","What were the causes and effects of the Spanish Inquisition?","",""
"MATHS","A regular hexagon is inscribed in a circle with radius 10 cm. Find the area of the hexagon.","",""
"IMAGE","Fragments of truth hidden in the tapestry of reality.","",""
"INFO","What are the most common learning disabilities and how can they be addressed?","",""
"MATHS","Cov(X,Y) ","",""
"INFO","What are the best apps for organizing and managing digital files?","",""
"IMAGE","Colonial Revival architecture harks back to the styles of colonial America, often featuring columns and pediments.","",""
"MATHS","If the determinant of A is 6 and the determinant of B is -3, find the determinant of AB.","",""
"MATHS","What is the concept of the chromatic polynomial?","",""
"MATHS","Explain the concept of a directed acyclic graph (DAG).","",""
"INFO","What are the different types of celestial bodies found in our solar system","",""
"INFO","What are the benefits of teaching creativity and innovation in schools?","",""
"INFO","Have any gaming tournaments or esports events announced their schedules?","",""
"MATHS","If B = [[5, 2], [3, 6]], compute |B|.","",""
"IMAGE","A student joining a club or extracurricular activity to pursue their interests.","",""
"INFO","How do I incorporate critical media literacy into my curriculum?","",""
"INFO","What are the benefits of teaching coding in schools?","",""
"IMAGE","A man attending a woodworking workshop and building furniture.","",""
"INFO","How is Maha Shivaratri celebrated across India?","",""
"INFO","What impact did the invention of the transistor have on electronics?","",""
"IMAGE","A tranquil grove of towering redwood trees, the tallest in the world.","",""
"IMAGE","A graceful harpy soaring through storm clouds with outstretched wings.","",""
"INFO","What is the process of protein synthesis","",""
"INFO","How many vowels are there in English","",""
"INFO","How to make sushi at home?","",""
"IMAGE","A wise old tortoise plods slowly along a dusty path, its wrinkled skin a testament to its long life.","",""
"MATHS","Given two similar triangles, ABC and DEF, with side lengths AB = 10 cm, BC = 15 cm, DE = 8 cm, and EF = 12 cm, find the length of side AD.","",""
"INFO","Who is Priyanka Gandhi husband?","",""
"INFO","How does INFO retrieval work","",""
"INFO","What are the best travel destinations for whale watching?","",""
"IMAGE","Local artist creates masterpiece using only recycled materials","",""
"IMAGE","The St. Thomas Cathedral in Mumbai is one of the oldest churches in India, featuring Indo-Gothic architecture.","",""
"INFO","What led to the formation of the European Union in the 20th century?","",""
"INFO","What is the history of data storage","",""
"INFO","Who is known as the inventor of the internet?","",""
"INFO","What are the best travel destinations for surfing?","",""
"INFO","What is the chemical formula for hydrochloric acid?","",""
"MATHS","surface area of","",""
"MATHS","eigenvectors","",""
"IMAGE","A starry night sky twinkling with countless constellations.","",""
"MATHS","Calculate the range of the data set: 8, 12, 16, 20, 24, 28, 32.","",""
"INFO","How does augmented reality (AR) enhance user experiences?","",""
"INFO","How is Chhath Puja celebrated, and what are its rituals?","",""
"IMAGE","A historic lighthouse stands sentinel at the edge of the harbor, guiding ships safely to shore.","",""
"MATHS","Find the volume of a cone with radius 4 cm and height 7 cm.","",""
"INFO","What are the best travel destinations for solo female travelers?","",""
"MATHS","Explain the concept of graph coloring.","",""
"MATHS","Calculate the area of a sector of a circle with given radius and central angle.","",""
"MATHS","If a store marks up the price of an item by 20% and then discounts it by 10%, what is the final price as a percentage of the original price?","",""
"IMAGE","A flock of geese flying in a V-shaped formation overhead.","",""
"MATHS","A farmer has 1000 feet of fencing to enclose a rectangular pasture. What are the dimensions of the largest area that can be enclosed?","",""
"MATHS","transpose of a matrix","",""
"INFO","How can I prepare for a marathon","",""
"INFO","How does distributed computing work","",""
"IMAGE","Rolling hills carpeted with blooming lavender fields.","",""
"IMAGE","A vibrant street mural adorns the walls, telling the stories of the neighborhood's past and present.","",""
"INFO","What role did Guglielmo Marconi play in the invention of the radio?","",""
"IMAGE","A serene pagoda nestled in a Japanese garden.","",""
"IMAGE","Local artist paints mural underwater to raise awareness about ocean pollution","",""
"INFO","How to make a classic French omelette?","",""
"MATHS","Show that the product of any four consecutive integers is divisible by 4.","",""
"INFO","Who is Hema Malini?","",""
"INFO","How is the global economy being affected by supply chain disruptions?","",""
"INFO","What is the chemical formula for sodium hydroxide?","",""
"INFO","How do you choose the right gaming monitor","",""
"INFO","How do you make authentic Mexican guacamole?","",""
"IMAGE","Stylish dhoti pants paired with crop tops for a contemporary look.","",""
"IMAGE","A playful kitten pounces on a toy, its fluffy fur bouncing with each playful leap.","",""
"INFO","What was the significance of the Quit India Movement in India's fight for independence?","",""
"INFO","What are some must-read books by Indian authors?","",""
"IMAGE","A professor conducting an experiment in a laboratory.","",""
"MATHS","Prove by induction","",""
"INFO","How do voice assistants like Siri, Alexa, and Google Assistant work, and what are their limitations?","",""
"IMAGE","A society where humans and androids coexist.","",""
"MATHS","The perimeter of a right triangle is 30 units, and its legs measure 9 units and 12 units. Find the length of the hypotenuse.","",""
"IMAGE","A bowl of comforting chicken and dumplings stewed with vegetables and herbs.","",""
"INFO","How do you recommend beginners get started with investing in cryptocurrencies","",""
"INFO","What are the best budget-friendly laptops for college students?","",""
"MATHS","How many different 5-letter words can be formed using the letters of the word ""MISSISSIPPI""?","",""
"IMAGE","A flock of birds takes flight against a dramatic sunset.","",""
"IMAGE","A tranquil pond reflects the colors of autumn.","",""
"MATHS","Laplace domain analysis","",""
"IMAGE","Traditional Rajasthani turbans adorned with brooches and jewels.","",""
"IMAGE","Echoes of laughter in the corridors of memory.","",""
"MATHS","Is 123456789 divisible by 11, 13, and 17?","",""
"IMAGE","A mysterious forest shrouded in mist.","",""
"INFO","How did the assassination of Archduke Franz Ferdinand lead to World War I?","",""
"INFO","Longest river in the world","",""
"MATHS","Plot the graph of a rational function","",""
"MATHS","A car travels at a constant speed of 60 km/h. Write an equation to represent the distance traveled (d) in terms of time (t).","",""
"MATHS","The length of a rectangle is 4 times its width. If the perimeter is 100 units, find the dimensions of the rectangle.","",""
"INFO","What is the best way to save for a child's education?","",""
"MATHS","Is 7290 divisible by 5, 6, and 9?","",""
"MATHS","Factor the quadratic expression ","",""
"MATHS","Is 111111 divisible by 3, 9, and 11?","",""
"IMAGE","A vibrant coral reef teeming with colorful fish and marine life.","",""
"MATHS","conditional statement","",""
"MATHS","If cos(θ) = -1/√10 and θ is obtuse, find the value of sin(θ).","",""
"MATHS","If a right triangle has sides of length 5 units and 12 units, what is the length of the hypotenuse?","",""
"INFO","Write a chronologically ordered paper regarding ","",""
"INFO","How did the discovery of the New World by Christopher Columbus change global history?","",""
"INFO","What are the top tourist attractions in Dubai?","",""
"MATHS","Laplace transform pairs","",""
"MATHS","Describe the effect of a rotation of 270 degrees on a shape on a coordinate plane.","",""
"MATHS","Find the matrix of the composition of two linear transformations.","",""
"INFO","What are the benefits of teaching financial literacy in schools?","",""
"MATHS","Determine if set A = {1, 2} is a subset of set B = {1, 2, 3}.","",""
"INFO","How to replace a light fixture?","",""
"MATHS","Determine if a given linear transformation is Hermitian.","",""
"IMAGE","Expressionist architecture emphasizes emotion and dynamic form, often with bold shapes and unconventional materials.","",""
"MATHS","Fourier inversion theorem","",""
"INFO","Who composed the music for the film ""Slumdog Millionaire""?","",""
"INFO","Can you explain the process of fermenting kimchi in Korean cuisine?","",""
"INFO","What are the prospects for resolving the Israeli-Palestinian conflict?","",""
"INFO","What are some popular gaming chairs","",""
"INFO","Who is Rajnath Singh?","",""
"IMAGE","Renaissance architecture brings classical elements back into fashion, with a focus on symmetry and proportion.","",""
"MATHS","The temperature of a cup of coffee decreases by 2 degrees Celsius every hour. Write an equation to model the temperature of the coffee after t hours.","",""
"MATHS","Calculate the length of the third side of a triangle given its other two sides and the angle between them using the Law of Cosines.","",""
"MATHS","What is the definition of congruent shapes?","",""
"MATHS","Calculate the sum of the infinite geometric series: 3 + 9 + 27 + 81 + ...","",""
"INFO","How do I choose the right college admissions","",""
"IMAGE","Exquisite Banarasi brocade sarees for a regal look.","",""
"MATHS","In how many ways can a president, vice-president, secretary, and treasurer be selected from a group of 15 people?","",""
"IMAGE","A majestic canyon carved by centuries of flowing water.","",""
"MATHS","A cone has a volume of 123π cubic units. If its height is 12 units, find its radius.","",""
"IMAGE","A flock of geese flying in a V-shaped formation overhead.","",""
"INFO","How to invest in stocks for beginners?","",""
"MATHS","FFT","",""
"IMAGE","A picturesque seaside town with colorful houses and a bustling harbor.","",""
"MATHS","Given two similar triangles, ABC and DEF, with side lengths AB = 8 cm, BC = 12 cm, DE = 6 cm, and EF = 9 cm, find the length of side DF.","",""
"INFO","What are the best ways to invest in emerging markets?","",""
